id;myzone;neighborhood;going;place;route;routine_id;hub;slots;description;created_at;updated_at;week_days;repeats_until;done;deleted_at;date
;Zona Oeste;Barra da Tijuca;;Av das Américas entre Alvorada e Recreio ou Abelardo Bueno;Linha Amerela;;CCS: Frente;;Ajuda de custo é bem vinda! ☺️😉;2016-05-19 16:46:30;2017-04-19 11:59:25;1,2,3,4;;;2016-06-08 20:03:47;2016-06-30 09:30:00
;Zona Sul;Botafogo;;Dona Mariana;Rebouças;;CT: Bloco H;;;2017-09-20 10:06:39;2017-09-20 10:06:39;;;;;2017-09-20 15:00:00
;Zona Oeste;Realengo;;Linha Vermelha e Av. Brasil;;;EEFD;;;2016-06-21 10:23:14;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-10-07 16:00:00
;Zona Sul;Botafogo;;Túnel Rebouças ;Voluntários da Pátria, Metrô Botafogo ;;CT: Bloco D;;R$4,00 whatsapp 11966301527;2017-03-15 17:27:14;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-03-29 18:00:00
;Grande Niterói;Centro (Niterói);;;Linha Vermelha, Ponte, Av Feliciano Sodre, Av visconde Do Rio Branco, Cantareira ;;Letras;;Não fumo! ;2016-04-09 17:32:21;2017-04-19 11:59:25;5;;;2016-04-09 17:37:49;2016-05-20 17:00:00
;Zona Norte;Tijuca;;Shopping Tijuca;;;CT: Bloco A;;Estou no TEDXUFRJ.  A previsão é que acabe às 18h, mas pode atrasar. Atualizo o horário assim que souber melhor.;2016-05-16 10:02:53;2017-04-19 11:59:25;;;;;2016-05-16 18:15:00
;Zona Norte;Praça da Bandeira;;Rua Ceará;Avenida Pedro II, Pavilhão De São Cristóvão, Linha Vermelha, CCMN, CCS;;CCS;;Evitar fumar e somente bebidas!;2018-02-19 16:38:31;2018-02-19 16:38:31;1,2,3,4;;;;2018-06-19 08:00:00
;Grande Niterói;Centro (Niterói);;;Saindo do Inga as 7:00;;CT;;;2016-09-05 08:17:46;2017-04-19 11:59:25;2,4;;;2016-09-05 09:26:41;2016-10-18 09:00:00
;Zona Norte;Tijuca;;Shopping Tijuca;Linha Vermelha, São Cristóvão, Maracanã, Shopping Tijuca, Rua Homem de Melo;;CT: Bloco H;;;2016-07-08 15:16:03;2017-04-19 11:59:25;;;;;2016-07-08 15:50:00
;Zona Sul;Laranjeiras;;Posto BR;Túnel Santa Bárbara, Prefeitura, Linha Vermelha;;Reitoria;;;2017-09-13 18:39:51;2017-09-13 18:39:51;;;;;2017-09-13 18:50:00
;Zona Norte;Oswaldo Cruz;;Estação da Supervia;Oswaldo Cruz, Estrada Intendente Magalhães, Rua Goiás (Cascadura, Quintino, Piedade e Engenho de Dentro), Linha Amarela, Fundão;;Letras;;;2018-09-13 07:25:36;2018-09-13 07:25:36;1,2,3,4,5;;;;2018-10-04 07:30:00
;Zona Sul;Botafogo;;Mourisco;;;CCMN: Frente;;;2016-04-10 21:35:20;2017-04-19 11:59:25;1;;;2016-04-10 22:33:30;2016-05-16 12:00:00
;Baixada;Duque de Caxias;;Xerem;L Vermelha e W Luiz;;CT: Bloco D;;"Ajuda d custo: R$ 5,00
Cortesia grátis p quem precisar";2017-05-06 11:39:23;2017-05-06 11:39:23;1,2;;;;2017-07-04 17:10:00
;Zona Sul;Gávea;;rua prof. manuel ferreira;lagoa, jardim botanico;;CCS: HUCFF;;;2017-03-07 23:49:02;2017-04-19 11:59:25;1;;;;2017-06-05 12:30:00
;Zona Sul;Copacabana;;Posto 3;Linha Vermelha, Lagoa, Miguel Lemos, Avenida Atlântica Até Posto 3;;CCMN: Fundos;;Galera, 4,00 pra colaborar na gasolina...;2017-03-17 15:14:49;2017-04-19 11:59:25;5;;;;2017-07-07 16:20:00
;Zona Oeste;Barra da Tijuca;;;Av Das Americas/são Conrado/ipanema/copacabana;;Praia Vermelha;;;2018-04-02 17:31:35;2018-04-02 17:31:35;2,4;;;;2018-05-10 16:30:00
;Zona Norte;Tijuca;;Quinta da Boa Vista, Maracanã, Praça da Bandeira, Shopping Tijuca, Usina;São Miguel, Maracanã, São Cristóvão;;CT;;;2016-04-12 06:21:18;2017-04-19 11:59:25;1,2,3,4,5,6;2016-07-12;;;2016-04-12 08:00:00
;Grande Niterói;Centro (Niterói);;Icarai;;;CCMN: Fundos;;;2017-10-30 16:33:10;2017-10-30 16:33:10;1,2,3,4,5;;;;2018-02-28 17:00:00
;Zona Oeste;Anil;;supermercado Prezunic;capão, gabinal, lin. amarela;;CCMN;;;2017-01-10 18:59:51;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-01-25 08:00:00
;Zona Oeste;Curicica;;Cidade Jardim;Linha Amarela;;CT;;;2016-04-12 08:54:57;2017-04-19 11:59:25;1,2,4,5;;;2016-04-14 00:21:12;2016-04-28 16:00:00
;Zona Norte;Olaria;;Próximo ao largo das 5 bocas;Hospital, CCS, Av Brasil, Rua Barreiros, 5 Bocas;;Letras;;;2017-06-01 12:40:33;2017-06-01 12:40:33;4;;;;2017-07-13 12:50:00
;Zona Sul;Copacabana;;Copacana Palace;Túnel Velho ou Rio Sul<>Rebouças ;;CT: Bloco D;;Aceito 3,50 :));2016-06-14 15:13:34;2017-04-19 11:59:25;;;;;2016-06-14 15:30:00
;Zona Sul;Copacabana;;posto 6;sair rua francisco Sá, vou pela Lagoa entrando na bolivar;;CCS;;ajuda pra gasosa R$ 2;2018-06-05 09:38:12;2018-06-05 09:38:12;1,2,3,4,5;;;;2018-07-26 06:45:00
;Zona Norte;Vila Isabel;;UERJ;Benfica, Av Brasil, linha amarela ;;CCS;;"saindo as 06:45 de vila Isabel 
ajuda para a gasolina é bem vinda";2016-05-31 17:06:45;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-07-01 07:30:00
;Baixada;Mesquita;;6h10 - Marques Rollo, 6h15 - Posto 13, 6h20 - Carrefour B. Roxo;6h30 - Grande Rio;;CCMN;;ps: Posso me atrasar em função do trânsito, mas a priori esses são os horários marcados para cada ponto.;2016-05-11 07:51:08;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-30 08:00:00
;Zona Norte;Cacuia;;;casa show,  Extra, prezunic, União da Ilha;;CCS: Frente;;Contribuição R$ 2,00 para gasolina saída estacionamento Biofisica;2017-02-01 15:14:22;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-02-09 16:00:00
;Baixada;São João de Meriti;;Noobs, posto forza, centro do vilar;Dutra, Linha vermelha;;CT: Bloco D;;;2016-04-10 23:19:45;2017-04-19 11:59:25;2;;;;2016-05-03 17:00:00
;Zona Norte;Rocha;;Faculdade CCAA;São Cristóvão > Linha Vermelha;;Reitoria;;Qualquer contribuição pra ajudar na gasolina é bem-vinda 😊;2016-04-29 00:16:37;2017-04-19 11:59:25;1;;;;2016-06-13 08:30:00
;Grande Niterói;São Gonçalo;;Guanabara;Avenida Jornalista Roberto Marinho, Rocha, Lindo Parque, Santa Catarina;;CT;;Colaboração de 5 reais.;2019-01-29 19:17:44;2019-01-29 19:45:19;1,3,5;2019-03-30;;2019-01-29 19:45:19;2019-02-15 08:00:00
;Zona Norte;Vicente de Carvalho;;Carioca shopping ;Linha Amarela, Automóvel Clube, Carioca Shopping, Largo Do Bicão, Avenida Meriti, Cimento Branco;;CT: Bloco A;;;2017-03-06 22:59:48;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-04-11 23:00:00
;Zona Oeste;Barra da Tijuca;;Em frente ao novo leblon;Linha Amarela ;;CCS: Frente;;;2016-04-11 09:41:49;2017-04-19 11:59:25;1;;;2016-04-11 14:59:16;2016-06-06 11:10:00
;Baixada;Mesquita;;Dutra até Posto 13;Marques Rollo / Estação de Nova Iguaçu ;;CT: Bloco H;;Posso passar em todos os pontos do Fundão. ;2016-05-11 17:57:38;2017-04-19 11:59:25;1,2,3;;;;2016-06-07 18:45:00
;Zona Norte;Jardim Guanabara;;Quebra coco ;Casa Show,  Saída Da Ilha ;;CCS;;;2016-04-12 00:58:03;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-12 01:06:38;2016-05-20 07:45:00
;Zona Oeste;Barra da Tijuca;;Av das Américas entre Alvorada e BRT Interlagos ou Abelardo Bueno;Linha Amerela;;CCS: Frente;;;2016-09-19 20:11:50;2017-04-19 11:59:25;1,2,3,4;;;;2016-10-27 09:30:00
;Zona Sul;Botafogo;;Rua Eduardo Guinle;Fundão, Linha Vermelha, Leopoldina, Prefeitura, Santa Bárbara, Pinheiro Machado, Botafogo;;CT: Bloco D;;;2016-04-14 09:28:50;2017-04-19 11:59:25;1,2,3,4,5;;;2016-04-14 09:35:43;2016-07-15 17:00:00
;Zona Sul;Botafogo;;Furnas;Botafogo - Túnel Rebouças - Fundão;;CT;;;2019-03-18 10:02:31;2019-03-18 10:02:31;1;2019-07-18;;;2019-07-01 17:30:00
;Zona Norte;Tijuca;;;Maracanã, São Cristovão, Ufrj;;CT;;3,00 pra contribuir com a gasolina;2016-05-19 10:04:04;2017-04-19 11:59:25;1,5;;;2016-06-27 10:30:16;2016-08-15 10:00:00
;Baixada;Magé;;rodoviária Washington Luiz;Santa cruz da serra/parada Angélica/Fragoso;;Letras;;;2018-03-12 08:32:28;2018-03-12 08:32:28;2,4;2018-06-13;;;2018-03-13 19:00:00
;Zona Oeste;Cidade de Deus;;Prezunic CDD;;;CT: Bloco H;;;2016-04-11 10:40:08;2017-04-19 11:59:25;2;;;;2016-06-14 13:00:00
;Zona Sul;Jardim Botânico;;;Túnel Rebouças;;CT: Bloco H;;;2016-10-25 13:28:09;2017-04-19 11:59:25;;;;;2016-10-25 15:00:00
;Grande Niterói;São Gonçalo;;Cemitério São Miguel (Mutuá);BR;;CT: Bloco H;;;2016-04-15 20:19:59;2017-04-19 11:59:25;2,3,4,5;;;;2016-07-20 12:00:00
;Zona Norte;Jardim Guanabara;;;;;CT: Bloco A;;;2016-04-14 02:28:25;2017-04-19 11:59:25;2,4;;;;2016-04-26 17:00:00
;Zona Oeste;Barra da Tijuca;;Santa Mônica;Linha Amarela;;CT: Bloco A;;;2016-05-02 14:45:10;2017-04-19 11:59:25;1,2,3,4,5;;;2016-05-18 18:30:14;2016-05-26 08:00:00
;Zona Norte;Grajaú;;;Maracanã, São Cristovão, Linha Vermelha;;Letras;;;2016-11-29 18:20:44;2017-04-19 11:59:25;3,4;;;2016-11-29 18:22:37;2016-12-14 09:00:00
;Zona Oeste;Barra da Tijuca;;Perinatal (Abelardo Bueno);Linha Amarela;;CT;;;2016-04-20 09:07:46;2017-04-19 11:59:25;2,4,5;;;2016-04-25 18:56:58;2016-06-30 15:00:00
;Baixada;São João de Meriti;;Noobs, posto forza, centro do vilar;Dutra, Linha vermelha;;CT: Bloco D;;;2016-04-11 20:40:22;2017-04-19 11:59:25;2,4;;;;2016-04-21 08:00:00
;Baixada;Mesquita;;Dutra até Posto 13;Marques Rollo / Estação de Nova Iguaçu ;;CT: Bloco H;;Posso passar em todos os pontos do Fundão. ;2016-04-29 11:46:50;2017-04-19 11:59:25;1,2,3;;;;2016-06-27 19:00:00
;Grande Niterói;Centro (Niterói);;Moreira César altura do Compão;Moreira César, Lopes Trovão, Roberto Silveira e Ponte;;CT;;Não fumo;2016-06-20 21:53:22;2017-04-19 11:59:25;1,3;;;;2016-08-17 07:00:00
;Zona Sul;Copacabana;;Rua Santa Clara;Linha Vermelha, Rebouças, Humaitá, Tunel Velho;;CCS: Frente;;;2016-04-28 09:05:43;2017-04-19 11:59:25;4;;;2016-05-08 21:15:40;2016-05-12 21:30:00
;Zona Norte;Tijuca;;Rua Uruguai, Praça Saens Pena;Av. Maracanã;;CT: Bloco H;;Não-fumantes, contribuição com gasolina: R$4;2017-06-02 10:27:15;2017-06-02 10:27:15;1,2,3,4;;;;2017-06-22 17:15:00
;Zona Sul;Botafogo;;Perto do Metrô;;;CCS: Fundos;;;2018-09-03 16:18:51;2018-09-03 16:18:51;1;;;;2018-11-05 20:30:00
;Grande Niterói;Centro (Niterói);;Saindo de Icaraí;Passando por Icaraí, Marques de Paraná e pela linha vermelha;;CT;;Saindo de Icaraí, mas podemos marcar um lugar para te buscar.;2019-03-29 11:07:06;2019-03-29 11:07:06;2,5;2019-05-29;;;2019-05-03 12:50:00
;Zona Sul;Ipanema;;Praça General Osório;Túnel Rebouças;;CT;;"Saio entre 7 e 7:15.
Cobro $4 pra ajudar na gasolina.";2017-02-19 15:40:11;2017-04-19 11:59:25;1,2,3,4;;;;2017-05-29 08:00:00
;Zona Norte;Portuguesa;;Shopping Ilha Plaza;Ilha Plaza, Casa Show, Faculdade de Letras (Fundão), Praia Vermelha;;Praia Vermelha;;"- Qualquer dúvida, basta entrar em contato comigo: 994238998.

- Ajuda de R$4,00 pro combustível.";2019-04-01 23:58:02;2019-04-01 23:58:02;4;2019-06-04;;;2019-05-30 10:30:00
;Zona Sul;Copacabana;;Metro Siqueira campos ;Túnel Velho , Botafoguense , Humaitá, Rebouças , Linha Vermelha , Fundão ;;CT;;Peço contribuição de 4 reais por pessoa para gasolina;2017-04-03 20:03:50;2017-04-19 11:59:25;2;;;2017-04-03 20:04:08;2017-04-18 20:00:00
;Zona Norte;Cordovil;;Garagem de Ônibus Cruzeiro do Sul;Avenida Brasil Da Penha Ao Fundão ;;CT;;;2017-04-08 11:00:20;2017-04-19 11:59:25;1,4,5;;;2017-04-08 11:05:17;2017-04-20 12:15:00
;Zona Norte;Vila Isabel;;Universidade Veiga de Almeida;UVA, Praça Da Bandeira, Avenida Brasil, Linha Vermelha ;;CT;;"Passo na UVA por volta das 7h.
Ar condicionado e playlist democrática.
Contribuição de R$3,00. ";2016-08-26 10:58:36;2017-04-19 11:59:25;1,2,4,5;;;;2016-09-29 08:00:00
;Macaé;Bairro da Glória;;MRV Mistral;;;Polo Universitário;;;2019-04-02 20:13:13;2019-06-16 17:34:47;1,2,3,4,5;2019-07-02;;2019-06-16 17:34:47;2019-06-24 22:00:00
;Zona Sul;Botafogo;;Voluntários ;Descendo No Túnel Rebouças ;;CT: Bloco A;;;2016-09-22 12:44:28;2017-04-19 11:59:25;2,4;;;2016-10-05 18:40:05;2016-10-11 17:05:00
;Baixada;Duque de Caxias;;25 de Agosto;;;CT;;;2017-12-04 02:36:44;2017-12-04 02:36:44;1,2;;;;2018-01-08 08:00:00
;Zona Norte;Tijuca;;Monte Sinai;Sfx, rua do canal, América, praça da bandeira;;CT;;;2016-06-01 22:52:08;2017-04-19 11:59:25;;;;;2016-06-02 08:00:00
;Zona Oeste;Barra da Tijuca;;Casa shopping, Hospital Lourenço Jorge, via parque;Ayrton Senna, linha amarela;;CCS;;;2018-08-15 19:55:25;2018-08-15 19:55:25;2;;;;2018-11-06 14:00:00
;Zona Sul;Gávea;;Manuel Ferreira;Jd Botanico ou Lagoa;;CT;;;2016-04-13 10:06:57;2017-04-19 11:59:25;;;;;2016-04-15 09:00:00
;Zona Sul;Ipanema;;general osorio;Rebouças - epitacio - Ipanema;;CT: Bloco D;;encontrar em frente ao bloco f. chama no whats, não no chat;2016-10-19 17:53:00;2017-04-19 11:59:25;;;;;2016-10-20 11:00:00
;Zona Sul;Botafogo;;Rua da Passagem, 39;Linha Vermelha;;CCMN;;Pela Linha Vermelha e Rebouças;2019-01-11 09:38:13;2019-02-18 22:09:42;1,2,3,4,5;2019-03-14;;2019-02-18 22:09:42;2019-02-25 09:00:00
;Zona Norte;Brás de Pina;;Estação Braz de Pina;;;CCMN: Frente;;não fumo e divido a despesas do combustível;2016-05-31 22:44:10;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-07-18 22:00:00
;Baixada;Duque de Caxias;;;Parada Angelica - Rio Magé - Washington Luiz - Linha Vermelha;;CT;;;2019-03-20 19:38:04;2019-03-20 19:38:04;4;2019-05-21;;;2019-05-02 07:00:00
;Zona Norte;Del Castilho;;Condomínio IV Centenário;Saída 6 da linha amarela;;CT;;;2016-04-12 12:45:23;2017-04-19 11:59:25;2,3,4;;;;2016-05-24 08:00:00
;Zona Sul;Copacabana;;;Hilário De Gouveia, Siqueira Campos, Túnel Velho, Humaitá, Túnel Rebolsas, LV;;CT;;Contribuição: R$3-4;2016-05-30 18:14:11;2017-04-19 11:59:25;;;;2016-05-31 07:22:24;2016-05-31 08:00:00
;Zona Oeste;Campo Grande;;wshoping;mendanha;;Todos os Centros;;;2017-09-27 08:21:35;2017-09-27 08:21:35;;;;;2017-09-27 09:30:00
;Zona Norte;Tijuca;;Igreja St Afonso;Barão de Mesquita. Paula Santos. Av Maracanã. Pç da Bandeira. Francisco Bicalho;;CCS;;Ajuda 2,00 para combustível.;2018-08-10 14:19:58;2018-08-10 14:19:58;2;;;;2018-11-20 12:30:00
;Zona Sul;Jardim Botânico;;Próximo ao cap ufrj;Av. Borges De Medeiros, Rebouças, L Vermelha;;CT;;;2016-04-24 19:00:47;2017-04-19 11:59:25;2;;;;2016-05-31 14:00:00
;Zona Sul;Jardim Botânico;;Posto 3;Túnel Rebolsas, Jardim Botânico, Lopes Quintas;;CT: Bloco D;;Contribuição: R$4;2017-04-25 15:19:09;2017-04-25 15:19:09;;;;;2017-04-25 17:00:00
;Zona Oeste;Barra da Tijuca;;Condomínio Peninsula, via parque ;Ayrton Sena, Linha Amarela, Fundão ;;CCS;;;2016-04-11 22:23:24;2017-04-19 11:59:25;1,2,3,4,5,6;;;;2016-06-14 23:00:00
;Zona Oeste;Barra da Tijuca;;pedra de itauna;Américas, ayrton senna, linha amarela ;;Letras;;;2016-09-15 20:42:56;2017-04-19 11:59:25;1,3,5;;;;2016-11-02 07:20:00
;Zona Norte;Vila Isabel;;Próximo à 28 de setembro petisco da vila;UERJ, Avenida brasil, O Linha Vermelha;;CCS;;;2016-04-13 19:19:11;2017-04-19 11:59:25;2,3,4,5;;;2016-04-13 19:30:22;2016-05-20 08:00:00
;Zona Sul;São Conrado;;Shopping fashion mall;Lagoa Barra, Linha Vermelha, Fundão De;;CCMN;;Não fumo, peço 4 reais pra contribuir na gasolina;2017-08-13 16:47:44;2017-08-13 16:47:44;2,3,4,5;;;;2017-08-22 08:00:00
;Baixada;São João de Meriti;;Dutra-PostoBr/Casa do alemão;Shopping Grande Rio/Pedacinho do Ceu/Praça Gil;;CCS: Frente;;;2016-05-02 11:25:38;2017-04-19 11:59:25;1,2,3,4,5;;;;2016-05-11 16:45:00
;Zona Oeste;Barra da Tijuca;;Centro Metropolitano (Shopping Metropolitano);Linha amarela;;CT: Bloco H;;Solicito uma colaboração de R$4,50 para ajudar no pedágio e gasolina. Estando de acordo, só entrar em contato. Grata.;2019-08-02 10:17:38;2019-08-02 10:17:38;1,2,3,4,5;2019-12-05;;;2019-09-30 18:00:00
;Zona Oeste;Recreio dos Bandeirantes;; Próximo  academia rio sport center;Avenida Das Americas - Ayrton Senna - Linha Amarela - Fundão;;CCS;;Ajudinha de 5 reais;2016-04-13 17:01:23;2017-04-19 11:59:25;1,3,4,5;;;2016-04-13 17:05:52;2016-04-21 18:00:00
;Zona Sul;Jardim Botânico;;Próximo ao cap ufrj;Av. Borges De Medeiros, Rebouças, L Vermelha;;CT: Bloco A;;É free;2017-01-30 23:30:28;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-04-24 13:00:00
;Zona Norte;Tijuca;;Praça Xavier de Brito (Dos Cavalinhos);Rua Uruguai - Avenida Maracanã - Praça da Bandeira - Leopoldina - Rodoviária - Linha Vermelha - Fundão;;CT;;aquela contribuição de 3 reais é sempre bem vinda :);2016-05-15 23:12:53;2017-04-19 11:59:25;1,2;;;;2016-06-07 08:00:00
;Centro;Barra de Guaratiba;;Recreio Shopping;Alvorada;;CCS;;"Aceito ajuda de 6 reais para pedágio e combustível.
WhatsApp 999436806";2017-05-10 15:38:15;2017-05-10 15:38:15;1,2,3,4,5;;;;2017-06-15 09:00:00
;Zona Norte;Vista Alegre;;Shopping via brasil;Aterro/marcelo alencar/av brasil;;Praia Vermelha: Psicologia;;;2019-03-25 20:09:40;2019-03-25 20:09:40;1,2,3,4;2019-07-25;;;2019-06-19 21:00:00
;Zona Sul;Humaitá;;Cobal Humaitá;Túnel Rebouças;;CT;;Aceito contribuição.;2016-07-27 12:09:41;2017-04-19 11:59:25;;;;2016-07-28 13:36:09;2016-07-29 12:30:00
;Zona Norte;Monero;;Corredor esportivo;Estrada das Canárias;;CCS;;R$ 3,00 pra ajudar na gasolina;2017-05-06 09:36:09;2017-05-06 09:36:09;1,2,3,4,5;;;;2017-06-16 07:00:00
;Zona Sul;Laranjeiras;;Posto BR;Túnel Santa Barbara, Prefeitura, Leopoldina, Linha Vermelha;;Reitoria;;Qq contribuição é bem vinda! :);2018-04-16 19:53:41;2018-04-17 17:04:24;;;;;2018-04-17 08:00:00
;Zona Norte;Cachambi;;Norte Shopping ;Av. Dom Hélder Câmara, Nova América, Linha Amarela, CT;;CT;;"Não fumo
Aceito animais
Posso desviar o caminho (a combinar)
Aceito auxílio combustível 

whatsapp: +55 21 99843-8044";2016-09-09 13:33:16;2017-04-19 11:59:25;1,3,4,5;;;;2016-10-20 09:00:00
;Zona Oeste;Recreio dos Bandeirantes;;;Salvador Alende e Linha Amarela ;;Reitoria;;;2016-04-10 10:40:57;2017-04-19 11:59:25;1,2,3,5;;;;2016-04-19 13:10:00
;Zona Oeste;Recreio dos Bandeirantes;;Brt Glaucio Gil ;LA / Ayrton Sena / Américas Ou Praia ;;CT: Bloco A;;;2016-10-27 19:40:28;2017-04-19 11:59:25;;;;;2016-10-27 20:00:00
;Zona Sul;Copacabana;;Próximo ao cinema Roxy e metrô Cantagalo;Rua Bolívar, Corte do Cantagalo, Túnel Rebouças;;CT;;;2016-04-10 12:06:32;2017-04-19 11:59:25;2,3,4,5;;;2016-07-04 12:35:42;2016-07-05 08:00:00
;Zona Sul;Botafogo;;Rua da passagem;Praia De Botafogo, Santa Barbara, Cidade Nova;;CT;;;2017-08-21 00:57:01;2017-08-21 00:57:01;;;;;2017-08-21 10:10:00
;Grande Niterói;Centro (Niterói);;;Av Visconde Do Rio Branco, Rua Saldanha Marinho, Ponte ;;CCS;;"Não fumo! 
Valor: 6,00/pessoa";2016-04-11 09:03:20;2017-04-19 11:59:25;2,4;;;;2016-04-19 07:50:00
;Zona Norte;Tijuca;;perto do largo da segunda feira;Doutor Satamini, Afonso Pena;;CCS: Frente;;conto com 4 reais para ajuda de gasolina;2017-05-11 14:08:47;2017-05-11 14:08:47;2,4;;;;2017-06-29 19:00:00
;Baixada;São João de Meriti;;Noobs, posto forza, centro do vilar;Dutra, Linha vermelha;;CT: Bloco D;;;2016-04-10 23:19:46;2017-04-19 11:59:25;2;;;;2016-08-02 17:00:00
;Baixada;Duque de Caxias;;Jardim Primavera;Washington Luiz;;CT;;Pra chegar 08h no Fundão;2017-05-04 16:30:34;2017-05-04 16:30:34;1,2,3,4,5;;;;2017-07-31 07:00:00
;Zona Norte;Engenho de Dentro;;Próximo ao mc donalds pilares/ Norte shopping;CCMN- LINHA AMARELA - HABIBS PILARES- ARENA;;CCMN;;"Cobro a contribuição de 4 reais pra gasosa . 
Combinamos pelo chat ou por wpp 99058-4699";2017-08-09 20:04:38;2017-08-09 20:04:38;1,2,3,4,5,6;;;;2017-10-03 18:00:00
;Grande Niterói;Centro (Niterói);;Centro;Ponto Cem Reis - Centro (Praça Do Rink ou Corpo De Bombeiros) - Ponte - L.V. - CCMN - CT - Reitoria - Letras;;CT;;"Grupo no WhatsApp! 

Carona Niterói! 

6 Reais (ajuda de custo) 

Mais seguro e mais barato que o 100! ";2017-01-23 21:23:13;2017-04-19 11:59:25;1,2,3,4,5;;;;2017-02-13 07:30:00
;Zona Oeste;Barra da Tijuca;;Centro Metropolitano (Shopping Metropolitano);Linha amarela;;CT;;Solicito uma colaboração de R$4,50 para ajudar no pedágio e gasolina. Estando de acordo, só entrar em contato. Grata.;2019-09-19 08:37:07;2019-09-19 08:37:07;1,2,3,4,5;2019-11-20;;;2019-11-20 08:30:00
;Zona Norte;Vila Isabel;;Universidade Veiga de Almeida;UVA, Praça Da Bandeira, Avenida Brasil, Linha Vermelha ;;CT;;"Passo na UVA por volta das 7h.
Ar condicionado e playlist democrática.
Contribuição de R$3,00. ";2016-08-26 10:58:37;2017-04-19 11:59:25;1,2,4,5;;;;2016-10-28 08:00:00
;Zona Sul;Laranjeiras;;;Túnel Santa Bárbara - Rua General Glicério ;;CCMN: Fundos;;"Não fumo

Ajuda na gasolina: 3 reais ";2016-05-02 15:54:28;2017-04-19 11:59:25;;;;;2016-05-02 16:00:00
;Centro;Barra de Guaratiba;;Recreio Shopping;Alvorada;;CCS;;"Aceito ajuda de 6 reais para pedágio e combustível.
WhatsApp 999436806";2017-05-10 15:38:41;2017-05-10 15:38:41;1,2,3,4,5;;;;2017-07-04 09:00:00
;Zona Norte;Piedade;;;Estação de Piedade, Dom Hélder Câmara, Abolição e Linha Amarela;;CCMN;;Preço: 5,00;2018-03-18 15:29:17;2018-03-18 15:29:17;2,3,4,5;;;;2018-04-12 08:00:00
;Zona Norte;Tijuca;;Praça Afonso Pena;Doutor Satamini, Haddock Lobo, Leopoldina, Linha Vermelha, Fundão ;;Letras;;Não fumo e não aceito fumantes no carro. Não mudo minha rota. Não cobro ajuda de custo, aceito apenas se puder/ quiser.;2017-03-23 23:02:32;2017-04-19 11:59:25;2,4;;;;2017-04-20 07:25:00
;Zona Sul;Laranjeiras;;Largo do Machado, em frente a Igreja;Rua Das Laranjeiras, Leopoldina;;CT;;Estar Igreja Nossa Senhora da Glória exatamente às 7:30 da manhã;2016-04-10 21:25:54;2017-04-19 11:59:25;1,2,3,4;;;2016-04-10 23:45:53;2016-05-17 08:00:00
;Zona Sul;São Conrado;;fashion mall;fundao, linha vermelha, rebouças, lagoa, jardim botanico, gavea, sao conrado;;CT: Bloco A;;saio do fundão, pego a linha vermelha, depois o Rebouças e passo por lagoa, jardim botânico, Gávea e ponto final em São Conrado. peço uma contribuição de R$4.;2017-08-01 11:15:49;2017-08-01 11:15:49;1,2,3;;;;2017-09-11 21:50:00
;Zona Norte;Penha;;Guanabara;Ramos, Olaria, Penha;;CT: Bloco A;;;2017-08-15 16:47:31;2017-08-15 16:47:31;1,2,3,4;;;;2017-11-08 21:30:00
;Zona Sul;Ipanema;;Praça nossa senhora da paz;;;CT: Bloco D;;;2019-08-20 00:25:58;2019-08-20 00:25:58;;;;;2019-08-20 15:00:00
;Zona Oeste;Barra da Tijuca;;Santa Mônica;Linha Amarela;;CT: Bloco A;;;2016-05-02 14:44:15;2017-04-19 11:59:25;1,2,3,4,5;;;2016-05-02 14:46:09;2016-05-09 15:00:00
;Zona Norte;Andaraí;;Guanabara Maxwell;linha vermelha, são Cristóvão, quinta, radial oeste, uerj, Maxwell;;CT: Bloco H;;;2017-10-26 23:47:40;2017-10-26 23:47:40;;;;;2017-10-27 10:00:00
;Zona Norte;Engenho de Dentro;;Praça Amambaí, Cocomambo;Linha Amarela;;CT: Bloco A;;"Não fumo. 
Favor, não fumar, beber ou comer dentro do veículo.";2019-03-12 18:25:34;2019-03-12 18:25:34;1;2019-07-18;;;2019-07-15 22:00:00
;Zona Norte;Tijuca;;Quinta da Boa Vista, Maracanã, Praça da Bandeira, Shopping Tijuca, Usina;São Miguel, Maracanã, São Cristóvão;;CT;;;2016-04-12 06:21:26;2017-04-19 11:59:25;1,2,3,4,5,6;;;2016-04-18 13:19:13;2016-07-07 08:00:00
;Zona Sul;São Conrado;;;Rebouças ;;EEFD;;Posso fazer pequenas alterações na rota :) ;2016-05-08 21:14:07;2017-04-19 11:59:25;2,3,4,5;;;;2016-06-08 13:30:00
